Date,BTC-USD,AAPL,ADBE,AMZN,FB,MSFT,QCOM,NVDA,TSLA,TXN,GCF,IRX
2019-05-31,8574.501953125,42.8975715637207,270.8999938964844,1775.0699462890625,177.47000122070312,121.00494384765624,62.93769836425781,33.73149871826172,37.03200149536133,98.2782745361328,1305.800048828125,2.2929999828338623
2019-06-01,8564.0166015625,42.8975715637207,270.8999938964844,1775.0699462890625,177.47000122070312,121.00494384765624,62.93769836425781,33.73149871826172,37.03200149536133,98.2782745361328,1305.800048828125,2.2929999828338623
2019-06-02,8742.9580078125,42.8975715637207,270.8999938964844,1775.0699462890625,177.47000122070312,121.00494384765624,62.93769836425781,33.73149871826172,37.03200149536133,98.2782745361328,1305.800048828125,2.2929999828338623
2019-06-03,8208.9951171875,42.4638671875,259.0299987792969,1692.68994140625,164.14999389648438,117.24799346923828,62.78699493408203,33.31315231323242,35.79399871826172,99.08855438232422,1322.699951171875,2.2799999713897705
2019-06-04,7707.77099609375,44.01735305786133,268.7099914550781,1729.56005859375,167.5,120.49618530273438,64.47299194335938,35.60906982421875,38.720001220703125,102.81013488769533,1323.4000244140625,2.2950000762939453
2019-06-05,7824.2314453125,44.72793960571289,272.8599853515625,1738.5,168.1699981689453,123.10843658447266,63.70308303833008,35.180755615234375,39.31800079345703,103.14932250976562,1328.300048828125,2.2850000858306885
2019-06-06,7822.0234375,45.38462448120117,274.79998779296875,1754.3599853515625,168.3300018310547,125.05538940429688,64.244873046875,35.80329132080078,41.18999862670898,103.8182601928711,1337.5999755859375,2.255000114440918
2019-06-07,8043.951171875,46.59263229370117,278.1600036621094,1804.030029296875,173.35000610351562,128.55795288085938,65.29043579101562,36.23160171508789,40.900001525878906,104.74159240722656,1341.199951171875,2.2149999141693115
2019-06-08,7954.1279296875,46.59263229370117,278.1600036621094,1804.030029296875,173.35000610351562,128.55795288085938,65.29043579101562,36.23160171508789,40.900001525878906,104.74159240722656,1341.199951171875,2.2149999141693115
2019-06-09,7688.0771484375,46.59263229370117,278.1600036621094,1804.030029296875,173.35000610351562,128.55795288085938,65.29043579101562,36.23160171508789,40.900001525878906,104.74159240722656,1341.199951171875,2.2149999141693115
2019-06-10,8000.32958984375,47.18806076049805,280.3399963378906,1860.6300048828125,174.82000732421875,129.73202514648438,67.04888153076172,36.96121597290039,42.57600021362305,106.1171646118164,1324.699951171875,2.220000028610229
2019-06-11,7927.71435546875,47.734474182128906,275.989990234375,1863.699951171875,178.10000610351562,129.24281311035156,67.71422576904297,37.53893280029297,43.41999816894531,106.39982604980467,1326.4000244140625,2.213000059127808
2019-06-12,8145.857421875,47.58255386352539,276.8399963378906,1855.3199462890625,175.0399932861328,128.64602661132812,66.1458740234375,36.40591430664063,41.85200119018555,103.95958709716795,1331.9000244140625,2.164999961853028
2019-06-13,8230.923828125,47.57275772094727,276.29998779296875,1870.300048828125,177.47000122070312,129.45806884765625,66.46906280517578,36.91888427734375,42.78200149536133,104.75101470947266,1339.199951171875,2.140000104904175
2019-06-14,8693.8330078125,47.22726440429688,274.2799987792969,1869.6700439453125,181.3300018310547,129.5852508544922,65.3189468383789,36.0174560546875,42.98400115966797,101.10479736328124,1340.0999755859375,2.125
2019-06-15,8838.375,47.22726440429688,274.2799987792969,1869.6700439453125,181.3300018310547,129.5852508544922,65.3189468383789,36.0174560546875,42.98400115966797,101.10479736328124,1340.0999755859375,2.125
2019-06-16,8994.48828125,47.22726440429688,274.2799987792969,1869.6700439453125,181.3300018310547,129.5852508544922,65.3189468383789,36.0174560546875,42.98400115966797,101.10479736328124,1340.0999755859375,2.125
2019-06-17,9320.3525390625,47.5090446472168,275.6000061035156,1886.030029296875,189.00999450683597,129.9766082763672,65.68964385986328,36.11456298828125,45.00600051879883,100.5489273071289,1338.699951171875,2.138000011444092
2019-06-18,9081.7626953125,48.62639617919922,276.7799987792969,1901.3699951171875,188.47000122070312,132.23663330078125,68.39859008789062,38.06932830810547,44.948001861572266,104.61911010742188,1346.5999755859375,2.1679999828338623
2019-06-19,9273.521484375,48.48426818847656,291.2099914550781,1908.7900390625,187.47999572753903,132.75518798828125,68.24650573730469,38.12908935546875,45.2859992980957,104.86408996582033,1344.5999755859375,2.125
2019-06-20,9527.16015625,48.87387466430664,302.1099853515625,1918.18994140625,189.52999877929688,133.98788452148438,69.1399917602539,38.37312698364258,43.92399978637695,106.19253540039062,1392.9000244140625,2.078000068664551
2019-06-21,10144.556640625,48.70724868774414,299.3299865722656,1911.300048828125,191.13999938964844,134.00747680664062,69.12097930908203,37.79042816162109,44.37200164794922,105.82508850097656,1396.199951171875,2.055000066757202
2019-06-22,10701.69140625,48.70724868774414,299.3299865722656,1911.300048828125,191.13999938964844,134.00747680664062,69.12097930908203,37.79042816162109,44.37200164794922,105.82508850097656,1396.199951171875,2.055000066757202
2019-06-23,10855.37109375,48.70724868774414,299.3299865722656,1911.300048828125,191.13999938964844,134.00747680664062,69.12097930908203,37.79042816162109,44.37200164794922,105.82508850097656,1396.199951171875,2.055000066757202
2019-06-24,11011.1025390625,48.65824508666992,299.8699951171875,1913.9000244140625,192.6000061035156,134.79995727539062,69.5392074584961,38.01455307006836,44.72800064086914,106.21138763427734,1414.300048828125,2.058000087738037
2019-06-25,11790.9169921875,47.92070388793945,287.9700012207031,1878.27001953125,188.83999633789065,130.54403686523438,68.95939636230469,37.72071075439453,43.95199966430664,105.0336685180664,1414.9000244140625,2.0829999446868896
2019-06-26,13016.2314453125,48.95718383789063,288.7200012207031,1897.8299560546875,187.66000366210935,131.0332489013672,71.24060821533203,39.65803909301758,43.854000091552734,107.81309509277344,1411.5999755859375,2.0929999351501465
2019-06-27,11182.806640625,48.94247817993164,293.2300109863281,1904.280029296875,189.5,131.2484588623047,71.69686889648438,40.64663314819336,44.56800079345703,109.16038513183594,1408.4000244140625,2.0850000381469727
2019-06-28,12407.33203125,48.49652099609375,294.6499938964844,1893.6300048828125,193.0,131.06259155273438,72.30519104003906,40.89564514160156,44.69200134277344,108.12400817871094,1409.699951171875,2.0350000858306885
2019-06-29,11959.37109375,48.49652099609375,294.6499938964844,1893.6300048828125,193.0,131.06259155273438,72.30519104003906,40.89564514160156,44.69200134277344,108.12400817871094,1409.699951171875,2.0350000858306885
2019-06-30,10817.1552734375,48.49652099609375,294.6499938964844,1893.6300048828125,193.0,131.06259155273438,72.30519104003906,40.89564514160156,44.69200134277344,108.12400817871094,1409.699951171875,2.0350000858306885
2019-07-01,10583.134765625,49.38598251342773,300.9700012207031,1922.18994140625,193.0,132.74539184570312,73.68342590332031,41.37873077392578,45.43399810791016,110.41348266601562,1385.5999755859375,2.065000057220459
2019-07-02,10801.677734375,49.67512130737305,301.3900146484375,1934.31005859375,195.0,133.6259002685547,73.19866943359375,40.39760971069336,44.90999984741211,109.34882354736328,1404.5999755859375,2.1480000019073486
2019-07-03,11961.26953125,50.08677673339844,305.70001220703125,1939.0,197.1999969482422,134.4868927001953,72.83746337890625,40.527099609375,46.97999954223633,109.23577117919922,1404.5999755859375,2.1480000019073486
2019-07-04,11215.4375,50.08677673339844,305.70001220703125,1939.0,197.1999969482422,134.4868927001953,72.83746337890625,40.527099609375,46.97999954223633,109.23577117919922,1404.5999755859375,2.1480000019073486
2019-07-05,10978.4599609375,50.042667388916016,303.9800109863281,1942.9100341796875,196.3999938964844,134.0955352783203,72.8659896850586,39.89958572387695,46.619998931884766,109.0567626953125,1396.699951171875,2.1630001068115234
2019-07-06,11208.55078125,50.042667388916016,303.9800109863281,1942.9100341796875,196.3999938964844,134.0955352783203,72.8659896850586,39.89958572387695,46.619998931884766,109.0567626953125,1396.699951171875,2.1630001068115234
2019-07-07,11450.8466796875,50.042667388916016,303.9800109863281,1942.9100341796875,196.3999938964844,134.0955352783203,72.8659896850586,39.89958572387695,46.619998931884766,109.0567626953125,1396.699951171875,2.1630001068115234
2019-07-08,12285.9580078125,49.01108551025391,302.9200134277344,1952.3199462890625,195.75999450683597,133.99771118164062,72.83746337890625,39.147560119628906,46.06800079345703,108.28416442871094,1397.0,2.177999973297119
2019-07-09,12573.8125,49.31003189086914,304.20001220703125,1988.300048828125,199.2100067138672,133.50851440429688,72.76142883300781,39.172462463378906,46.012001037597656,109.08502197265624,1397.5,2.194999933242798
2019-07-10,12156.5126953125,49.797630310058594,306.9800109863281,2017.4100341796875,202.72999572753903,134.8684844970703,70.67981719970703,39.85725402832031,47.78400039672852,109.89529418945312,1410.0999755859375,2.130000114440918
2019-07-11,11358.662109375,49.43499755859375,307.6000061035156,2001.0699462890625,201.22999572753903,135.4065704345703,70.06199645996094,41.40612030029297,47.720001220703125,109.97067260742188,1404.300048828125,2.0980000495910645
2019-07-12,11815.986328125,49.81478500366211,309.4200134277344,2011.0,204.8699951171875,135.89573669433594,71.19310760498047,41.73731231689453,49.01599884033203,111.4781494140625,1409.9000244140625,2.0899999141693115
2019-07-13,11392.37890625,49.81478500366211,309.4200134277344,2011.0,204.8699951171875,135.89573669433594,71.19310760498047,41.73731231689453,49.01599884033203,111.4781494140625,1409.9000244140625,2.0899999141693115
